"Cell01" "Cell02" "Cell03" "Cell04" "Cell05" "Cell06" "Cell07" "Cell08" "Cell09" "Cell10" "Cell11" "Cell12" "Cell13" "Cell14" "Cell15" "Cell16" "Cell17" "Cell18" "Cell19" "Cell20" "Cell21" "Cell22" "Cell23" "Cell24" "Cell25" "Normal"
"KIAA0101" 0 13.7373 0 0 0 1.22151 0.271246 0.399721 0 0 0 0 0.281512 0 30.053 0 0 0 0 53.1042 0 0 0 0 1.0618 0
"KIAA0125" 0 0 0 0 0 0 0 0 0 0 0 0.0237174 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIAA0141" 9.54732 7.38806 2.89453 10.1307 2.51622 5.01065 4.1158 8.10929 5.51807 17.2495 0.462772 11.0359 0 19.4569 1.24182 2.12351 0.801524 2.84083 2.30292 0 0 0 5.63818 17.6092 0 0
"KIAA0195" 14.3481 9.31958 3.47493 6.42871 4.61779 31.9619 0 0.255638 1.61069 0.403275 0 1.78166 5.10777 2.32597 1.3609 10.2282 0 0.404677 4.31753 0.0485569 0 12.838 11.673 15.6981 0 0
"KIAA0196" 15.09 7.23278 16.3985 9.71674 8.32578 1.86443 0 0 4.16671 32.2491 24.8743 4.90048 18.3959 0 1.18537 10.3807 0.0457999 14.5127 17.5514 22.0377 0 31.5844 1.75795 8.669 43.0196 0
"KIAA0226" 0 0 0 0.771787 0 0 0 14.7182 4.35869 0.0647973 0 0 0 0 0 0 0 2.20368 0 0.078054 0 0 0 0 0 0
"KIAA0232" 0 2.1895 0 0.821398 4.2642 0 0.040654 0 0 0 0 0 0 0 0 0.243977 14.5527 2.53049 0 0 0 1.49164 0.898973 0 0 75.6037
"KIAA0247" 0 1.3971 1.57388 2.09734 6.49737 0.0890065 0 0 1.11715 2.94335 0 3.22505 0 0 0.4742 0 0 2.18783 0 0 0 7.12553 4.11707 0 0 0
"KIAA0319L" 28.6844 13.5592 9.5373 25.1384 18.7216 47.1957 8.01352 9.43671 0.483913 0.368319 2.28709 12.2989 43.436 0.477944 16.9872 31.0716 17.3633 9.65025 26.3536 23.9931 7.79704 32.962 9.68464 0 10.1584 0
"KIAA0355" 0 0.053287 0.600196 0.0599825 0 0 0 0 1.445 0 0 0 0 0 0 0.494061 0.25206 0 0 0.0788725 0 0.170851 0 0 0 0
"KIAA0368" 3.03805 12.8745 21.0469 12.0577 14.2795 0 0 0.31173 7.00893 19.2386 0.0637397 0 0 0.0680848 2.39765 15.8629 0.0504973 4.86954 1.66515 0 0 17.8351 1.23299 3.4125 0 0
"KIAA0391" 24.845 29.2368 10.1201 14.7049 0 0 0 0 49.7618 22.1212 0 12.7594 0 126.302 21.6972 17.5867 2.35506 0 0.145843 28.0543 0 19.3296 23.0889 4.72339 0 0
"KIAA0408" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0256118 0 0 0 0 0 0 0
"KIAA0430" 4.97363 0.0457121 1.69965 0 0 0 0 0 0 0.617677 0 0.709067 0 0 0 1.48438 0 0 0.0268566 0 0 13.9919 1.65622 0 0 0
"KIAA0513" 0 0 0 0 0 4.3771 1.32979 0 0 0 0 0 0 0 0 1.61202 0 0 0 0 0 0.585812 0 0 0 0
"KIAA0556" 0 0 0 0 0 0 0 2.37363 0 0 0 0.973356 0.149549 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIAA0586" 0 3.51599 0 1.80322 0 0 0 0 0.108206 0 0 0 0 0 0 0 0 3.64371 0.0983482 0 0 0 0 0 0 0
"KIAA0753" 0 6.31684 0 3.03624 0 0 0 0 0 0 0 0.0497928 0.0713475 0 0.798528 0 0 0 0 0 0 0 0 0 0 0
"KIAA0754" 0 0 0 0 0 6.27468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIAA0825" 0 0 0 0 0 0 0 0.218183 0 0 0 0 0.0454797 0 0.0318013 0 0.206293 0 0 0.108942 0.140645 0 0 0 0.170637 1.25572
"KIAA0895" 0 4.46857 0.290211 0.967021 3.87646 0 0 0 0 0 0 0.0554886 0 0 0 0 1.30869 0 13.8152 0.571418 0 4.95724 18.5809 0 0 0
"KIAA0895L" 0 0 0 0 0 0 0 0 0 0 0 0.0698042 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIAA0907" 0 2.39203 3.83224 3.12165 0.528515 12.1098 0 0.163697 0 0 0 0 0.349283 0 0.488974 1.66167 0 2.07215 9.01466 0.837055 0 30.7842 7.91063 0 0 0
"KIAA0922" 0 8.6069 6.38289 1.93746 11.2981 0 0 36.5156 0 14.1939 10.7575 13.5388 0 0 4.97218 0 14.1007 3.04656 0 0 70.0125 0.827956 24.434 1.01907 0 0
"KIAA0930" 2.16678 1.14864 0.323416 0.517189 0 5.64891 0 0 0.370797 0 4.26806 1.81893 5.58868 7.53041 1.97273 2.33489 1.11687 0 0.0337075 2.25252 0 5.15636 0.631798 0 24.767 0.0864537
"KIAA0947" 7.81539 4.72601 4.77019 1.30467 4.49577 0 19.0126 14.8117 0 0 0 0.778028 0 0 1.38725 2.65506 0 0.0305347 0 0 0 0 1.2056 5.80622 0 0
"KIAA1033" 0.752235 4.3138 0 2.08137 12.4907 0 0 26.8817 0 3.93777 0 0.238988 0 0 0 0.747212 0 6.62813 0 0.0455982 0 11.5797 6.12985 0 0 0
"KIAA1107" 0 0 0 0.26797 0 0 0 0 0 0 0 0 11.2388 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIAA1109" 0.224255 2.80818 0 1.99671 0 0.105307 0 0 0.0289894 3.03408 6.46563 1.8439 0 0 0 0 0 0 0 0 0 7.11401 1.68824 0 0 0
"KIAA1143" 0 0 0 0.472387 1.10139 0 0 1.36192 0.0903258 0 0 0.045195 0 0 2.40121 0.22443 0 0.431172 0.944564 0 5.27536 3.90164 0 0 0 0
"KIAA1147" 6.69765 0 4.27675 4.49321 2.55664 0 0 0 0.25143 0.598051 10.5288 0.157323 0 0 0 4.47889 12.3328 0.466806 0.0286006 0 0 2.06026 8.38956 0.115274 0 0
"KIAA1161" 34.1278 31.808 48.4142 85.8721 38.287 0 0 8.11403 16.6446 30.6529 8.88215 24.849 0.0512684 66.6867 0.250964 15.7618 15.2931 60.4384 17.613 4.66688 0 11.7773 28.6264 33.0103 0 0
"KIAA1191" 0 19.6711 12.3052 30.3502 43.817 0 31.7558 119.91 49.8631 71.9202 36.9165 3.5267 0 1.52512 0.106827 17.5756 21.459 13.386 36.2675 0.243882 0 3.3451 13.5759 3.91753 1.43531 0
"KIAA1211" 0 0 0 0 0 0 0 0 0 0 0 0.032772 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIAA1217" 1.85799 0.1371 0.202035 2.01997 0 0 0 1.24252 3.01291 0 0 0 0.997142 0 0 0.39111 0 0.532528 7.14118 0.0442172 0 0 0 0 0 0
"KIAA1244" 0 0 0 0.873457 0 0 0 0 0 0.346624 0 0 7.09307 0 0 0 0 0 0 0 0.0449907 5.73071 0 0 0 0
"KIAA1279" 0 8.54843 0 0 0.618598 0 0 0 0 0 0 0.0952838 0 0 0 6.94075 0 0 28.1061 0 0 0 0 0 0 0
"KIAA1324" 0 0.10512 0 0 0 0.105521 0.0468685 0 0 0 0 0 0.0974319 0 0 0 0 0 0 0.0388891 0.200898 0 0 0 0.27421 0
"KIAA1324L" 0 2.25976 3.11809 0.57234 0 0 0 0 0 0.0693983 0 0 0 0 0 6.28571 0 0 0 0 0 0 0 0 0 0
"KIAA1328" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.08671 0 0 0 0 0 0 0 0
"KIAA1407" 0 0 0 0 0 0 0 0 0 0 0 0 31.852 0 0.0592686 0 0 0 0 0 0 0 0 0 0 0
"KIAA1429" 0 5.63121 4.61532 5.04883 4.36159 0 0 14.3749 5.824 3.6057 0 9.48392 0.0513177 0 0 12.6176 0 1.09994 0 5.94165 0 0 17.8291 3.93358 6.45093 0
"KIAA1430" 7.1209 0 0.166275 1.5888 0.154973 0 0 0 0 0.0907004 0 0 0 0 0.747047 0.0526341 13.807 0 0 0 14.4088 1.46724 0 7.34015 0 0
"KIAA1432" 0.10617 4.54408 9.5139 3.36178 3.36886 0 0 3.46949 0 0 0 0 0.442624 0 7.96922 2.02079 0 0 13.8184 0 0 0 2.49934 0 11.1552 0
"KIAA1456" 0 0 1.3682 0 0 0 0 0 0 0 0 0.417152 0.035196 0 2.23991 0 0 1.924 0 0.0281009 0.422047 0 1.47901 0 0 0
"KIAA1462" 0 0 0.256484 4.2718 0 0 0 0 4.60604 0 0 0 0 0 0 0 0 0 0 0 0 3.11518 1.25254 0 0 0
"KIAA1467" 0 0.689314 0 0 0.482535 0 0 0 0 0.376582 0 0 0 26.7677 0 0 0 0 0 0.0566501 0 6.53386 0 0 0 0
"KIAA1468" 9.70525 2.95901 0.0740756 0.888409 3.03835 0 0 13.9162 0.33974 4.84852 0 0 0 0 0 0.633154 0 1.39655 8.18801 17.6596 0.0628043 3.50027 5.87777 0.155722 0 96.6225
"KIAA1522" 16.7595 18.1894 28.1435 7.78939 3.84712 1.12988 0 0 0 16.3187 17.2381 15.7704 14.5984 0 15.6958 18.512 7.18864 3.96585 0.413721 0.104131 0 28.421 0 0 9.30919 0
"KIAA1524" 0 0 0 0 0 0 0 0 0 0 0 0.0549408 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIAA1549" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.01002 0.0181476 0 0 0 0
"KIAA1549L" 0 0 0 0 0 0 0 0.0392381 0 0 0 0 0 0 1.00019 0 0 0 0 2.28456 0 0 0 0 0 0
"KIAA1551" 2.54202 3.03543 0.258047 2.19208 0.0601496 20.961 9.75576 38.5109 12.3518 0.703703 0 0 0.68999 0 0 2.53256 0 5.3748 0 0 0 1.54255 0 0 72.4984 0
"KIAA1586" 0 0 1.59083 0.14495 0 0 0 0 13.6621 8.05077 0 0 0 0 0 0.0458758 0 1.5434 0 11.4642 0 0 0 0 0 0
"KIAA1598" 0 23.8312 8.68621 22.7024 24.3215 0 0 0.277661 7.95033 22.443 23.5194 19.5137 0 0 3.32522 4.64863 0.149845 8.48475 0.502361 0 0 19.7955 6.40449 34.0997 0 0
"KIAA1614" 0 0 0 0 0 0 0 0 0 0 0 0.11294 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIAA1644" 0 0 0 0.05945 0 0 0 0 0 0 0 0 0 0 0 0 0.0277583 0 0 0 0 0 0 0 0 0
"KIAA1656" 0 0 0 0 0 0 0 0 0 0 0 0 0.0432468 0 1.99577 0 0 0 0 0.0345305 0 0 0 0 0 0
"KIAA1671" 3.31287 2.34892 0 0.453113 2.15027 0 0 3.52628 0 5.43961 0 0 3.32985 0 0 4.02028 0 0 0.492942 0 0 4.49619 2.75259 0 0 1.0604
"KIAA1683" 0 0 0 0.534113 0 0.950997 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIAA1715" 0 0.807038 10.6995 4.68269 0.130391 0 0 5.64168 15.555 11.3665 0 3.85199 0 0 0 0 0 10.6322 1.56801 0 0 9.51524 11.1834 0.147013 0 48.6207
"KIAA1731" 0 3.61121 3.32303 0.594778 0 4.33288 0 0 0 0 0 0 13.4736 0 3.65408 0 0 0 0 0 0 0 0 0 0 0
"KIAA1804" 0 0.615927 0 0 0.194053 0 0 0 0 0 0 0 0 0 0.0798285 0.790742 3.30194 0 0.144717 0 0 0 0 0.291717 0 0
"KIAA1841" 0 1.18509 0 0 0 0 0 0 0 0 0 0 0 0 2.8644 0 0 0 0 0 0 0 0 0 0 0
"KIAA1875" 0 0 0 0 0 0.0334122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIAA1919" 0 4.55376 0 1.46556 0.585404 0 0 0 0 0 0 1.62194 0.344124 0 0 0 0 15.224 0 0.206132 0 0 2.94017 0 0.161536 0
"KIAA1958" 0 2.29736 0 2.21891 0.0486907 0 0 0 0 3.2292 0 4.52099 0 0 0 0.0334509 0.468621 6.91304 5.54389 0 0 1.65545 1.0757 11.227 0 0
"KIAA2013" 19.4627 36.101 29.4133 38.4647 30.9725 62.3023 0 13.0218 9.54472 36.1589 26.2576 16.1832 14.3753 0 8.35745 26.3679 93.7604 44.9124 1.46916 5.54729 0.25124 63.508 18.734 0.312189 48.3032 0
"KIAA2018" 5.56753 1.78921 1.21112 0.201465 2.26596 0 0 0 0 1.19319 0 4.04881 0 0 0 0.0638409 0 0 0 0 0 3.44699 13.9562 4.35899 0 0
"KIAA2026" 0 0.986443 2.8331 0.666189 6.26832 0 0 0 1.14632 2.30248 0 0 17.5106 0 1.34271 0 0 0.135127 0 0 41.8506 0.822286 0.248665 0 23.5007 0
"KIDINS220" 0 12.3978 0 4.99535 5.16822 0 0 0 2.61602 0.651877 0 0 0.0447185 0 0.125075 0 0 0.528645 0.0566822 5.17737 0 9.37253 7.14153 0 0 0
"KIF11" 0 15.3693 0 0 3.42121 0 0 0 0 0 0 0.045779 0 0 0.0458905 0 0 0 0 0 0 0 0 0 0 0
"KIF12" 0 0 0 0 0 0 0 0 0 1.65387 1.27492 1.23969 0 0 1.85964 0 0 1.84293 0 3.53541 0 0 0 0 0 0
"KIF13A" 0 5.31931 6.55635 0.112969 5.60466 0 0 1.88879 0 0 0 0 0.186072 0 0 4.48579 2.13094 0 0 0 0 0 1.05801 0 0 0
"KIF13B" 0 5.24245 0.181656 5.49139 5.42206 0.890766 0 0 4.58115 0 0 3.44035 3.29044 0 1.51626 0.172557 0 2.87209 1.80075 0 4.7022 0.542965 5.26722 0 0 0
"KIF14" 0 6.05285 0 0 0 0.0326669 0 0 0 0 0 0 0 0 0 0 0 0 0 0.216776 0 0 0 0 0 0
"KIF16B" 0 0 0 3.20817 0 4.31831 0 37.5869 0 0 0 0.0502864 6.34066 0 0 0 0 0 0.561217 0 0.222847 0 0.290356 0 0 0
"KIF17" 0 0 0 1.03251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIF18A" 0.117581 21.7094 0 0 0.22233 0 0 0 0 0 0 0.0684554 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIF18B" 0 0.270915 0 0 0 0.120744 0 0 0 0 0 0 0.083596 0 0 0 0 0 0 7.06103 0 0.0579272 0 0 0 0
"KIF1B" 3.69112 2.12896 1.53624 1.34794 0 0.92924 0 0 13.2411 2.93393 0 0.0299127 0.300337 0 0.753046 3.84876 6.56774 7.03625 4.8436 0 0 0 0.806051 0.0787802 0 0
"KIF1C" 10.6776 1.43245 2.92403 0.302288 5.54825 0 0.159739 1.80082 0 8.19303 0.653301 3.12462 0.0830006 0.666123 4.35256 5.23568 0.87051 0.459862 0.131499 0.165678 16.5982 3.96089 4.2263 0 5.60493 0
"KIF20A" 0 68.8775 0 0 0 0 0 0 0 0 0 0.273151 0 0.0749185 0 0 0 0 0 0 0 0 0 0 0 0
"KIF20B" 0 10.8768 0 0 14.4419 0 0 0 0.0727389 0 0 0.0364055 0 0 0 0 0 0.193021 0 0 0 0 0 0 0 0
"KIF21A" 2.1966 9.84889 5.82245 2.59989 5.37128 0 0 19.9155 3.3376 1.89175 0 0 0 0 0.356363 0.607905 11.5612 0 1.45368 0 0 12.976 7.13329 0 0.0955099 0
"KIF21B" 0 0 0 0 0 0.916211 0 0 0 0 0 0 0.363139 0 1.03523 0 0 0 0 0 0 0 0 0 0 0
"KIF22" 3.00122 36.0081 15.6401 1.42168 0 14.1726 0 0 0 0 0 16.2966 0 0 5.58894 0.578141 0 0.741461 0 40.7785 5.6573 0 7.76579 0 34.0807 0.136028
"KIF23" 0 30.7288 0.124231 0 0 0 0 0 0.139137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIF24" 0 0.802477 0 0 0 0 0 0 0 0.0704287 0 0 0 0 2.56321 0.0204409 0 0 0 7.59257 0 0 0 0 5.68109 0
"KIF27" 0 0.0822645 0 0.370752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.53413 0 25.5366 0.286128 0
"KIF2A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0869567 0 0.0835723 0 0 265.847
"KIF2C" 0 66.2811 0 0 0 0 0 0 0.333607 0 0 0.416808 0 0 0 0 0 0 0 18.956 0 0 0 0 0 0
"KIF3A" 0 0 0 2.37564 0.958423 0 0 0 0 0 0 7.55716 0 0 0 0 0 0 6.06432 0 0 0 0 0 0.19835 0
"KIF3B" 27.6179 7.59528 7.30506 9.66852 9.01988 0.234542 13.7033 4.01974 0 12.3477 0 20.0518 0 0.455488 3.21841 16.5848 0.214951 18.4104 14.5861 22.2652 1.28371 23.9416 1.39258 0.415062 0 0
"KIF3C" 0 0 0 0.14872 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.54218 0 0 0
"KIF4A" 0 26.5897 0 0 0 0 0 0 29.2706 0 0 0.103849 0 0 0 0 0 0 0 27.6858 0 0 0 0 0 0
"KIF5B" 19.8115 10.8093 0.136811 2.73462 12.0535 0 0.433224 42.5713 10.1174 24.1022 0.0805895 8.47798 2.41966 23.9734 4.52564 9.16049 10.9155 6.7809 1.99757 0 0 9.50235 6.04034 0 0 0
"KIF7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0363465 0 0 0
"KIF9" 0.259088 0 0 0.618116 0.612255 0 0 0 0 0 5.88872 0 0 0 0.0755219 0 0 0 3.08532 0 0 2.32088 0 0 0 0
"KIF9-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.52813 0 0 0 0 0 0 0 0 0 0
"KIFAP3" 0.143998 0 20.4687 6.28507 1.63308 0 0 0 0 0 0 0 0 0 0 11.9344 45.2549 0 11.5682 0 0 45.2766 0 0 0 0
"KIFC1" 0 6.21096 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIFC2" 0 0 0 0 0 7.72693 0 0 0 0 0 0.0732882 0.524436 0 2.7894 1.37498 0 2.09886 0 3.77014 4.43403 0 0.98786 0 0.591071 0
"KIFC3" 30.1918 1.87139 6.7005 8.15218 0.115432 12.947 1.45805 0.858352 15.6571 20.583 7.97274 3.48689 27.0934 0 8.83869 0 0 0.075391 0.448514 2.52203 0 23.6638 0.908667 0 0.948424 60.6924
"KIN" 15.1605 1.28346 3.40866 1.34242 0.577486 14.6478 3.43226 0 14.4519 17.02 11.2497 8.29405 7.46853 0 0.534406 0.392372 0 12.7555 4.73209 0 22.1375 3.52657 3.36365 3.43391 0 0
"KIR2DL1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.586633 0 404.69
"KIR2DL3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 281.065
"KIR2DL4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 238.022
"KIR2DS4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58.6931
"KIR3DL1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32.5919
"KIR3DX1" 0 0 0 0 0.122648 0 0 0 0 0 0 0 0.10809 0 0 0 0 0 0 0 0 0 0 0 0 0
"KITLG" 0 0 0 0 0 0 0 0 0 0 0 0.0432563 0 0 0 0 0.0351738 0 0 0 0 12.5841 0 0 0 0
"KIZ" 0 17.2358 8.71874 9.83434 7.47957 14.8909 0 0.257868 0 8.78967 0 14.4747 17.5498 9.82155 0 6.71602 6.97606 0 15.683 0.730391 0 0 0 0 0 0
"KLB" 18.3881 12.6341 12.6427 23.1536 9.68918 20.0512 0.576454 0 26.1823 18.1955 0 5.27934 0 0 7.76882 5.3018 9.60519 14.6929 5.66104 0 0 34.7825 16.9693 9.18421 0 0
"KLC1" 0 15.0485 28.8695 1.96498 0 5.28645 0 0 0 4.1911 0 0 0 0 1.22979 0 0 9.63673 3.12263 1.52006 0 0 2.54356 8.1798 0 0.108589
"KLC3" 0 0 0 0.490007 0 0.43398 0 0 0 0.802781 0 1.26305 2.80221 0 0 1.31674 0 0 0 0 0 0 0 0 0 0
"KLC4" 0.194678 33.492 69.5715 23.0072 5.881 25.833 0 6.84226 0 34.1125 42.3938 21.4081 6.63297 0 16.5441 62.8883 8.56335 19.3693 25.4893 0 0 11.363 17.7636 0 0 0
"KLF10" 9.82313 13.9469 0.181807 16.1203 0 143.854 0.14337 35.9532 39.0026 0 0 7.29592 2.75652 0 0 6.47239 4.72721 0 0.756606 0 0 21.1156 0.147915 0 1.96015 0
"KLF11" 0 0 0 0 0 13.1633 0 0 0 6.34153 0 2.48501 0 0 2.55067 0.501648 0 0 30.9412 0 0 0 0.0429825 0 0 0
"KLF12" 1.75322 2.93524 4.17691 1.4881 0.508268 0 0 0 0 3.96108 0 3.39797 0 27.2402 0 0.115013 0 0 0 0 0 2.10923 3.3406 0 0 45.2599
"KLF13" 0 0 5.07009 0.707015 1.20944 3.95788 0 8.15249 0.74347 4.37279 0 1.89448 0 6.63977 2.88361 9.09001 0 0.717039 0 0 0 2.8865 2.0632 1.11548 0 35.2284
"KLF15" 2.80741 1.63521 0.670572 1.34089 3.11958 0.595467 0 11.217 7.88749 0.549036 0.197557 7.11173 0 22.6792 0.769528 8.75068 3.90644 1.42782 0.0872234 0 3.11671 1.33602 1.09111 4.22737 9.29681 0
"KLF16" 0 0 1.45006 2.31944 6.34401 0 0 0 0 0.316544 12.1318 0 0 0 4.24585 1.00937 4.86696 0 0 0 0 3.2193 1.17981 0 0 0
"KLF17" 0 0 0 0 0 0 0 0 0 0 0 0 0.109173 0 0 0 0 0 0 0 0 0 0 0 0 0
"KLF3" 0 1.7864 0.215612 4.02246 0.938013 0.384129 0 0 6.59241 0.235206 0 6.8041 0 0 0 5.18757 0.0335321 2.40397 6.78296 1.27452 0 4.00984 1.16982 0.604354 0 0
"KLF4" 0 0 0 0 0 0 0 0 0 0 0 0 20.8148 0 0 0 0 0 0 7.19284 66.9206 0 0 0 19.3351 0
"KLF5" 0 18.9619 0 0 0 0 0 0 0 0.618079 0 0.649425 15.794 0 0 0 0 9.3009 9.50767 0 0 16.2797 0 0 0 0
"KLF6" 4.9849 8.28605 0.0901687 6.01664 0.0840317 0.0535151 12.9385 0 0.700303 3.71208 0 0.0517353 10.9923 0 7.53038 9.33407 0 2.22852 0.0470039 10.3616 0 15.483 1.69131 0 5.57442 294.286
"KLF9" 4.97644 14.9702 11.9687 13.0496 0 0 0 0 12.6543 8.56332 0.0915642 6.2426 0 0 0 8.31575 1.30529 18.9537 16.086 0.0510356 0 7.61028 0 36.4334 0.239882 0.935341
"KLHDC1" 0 0 0 2.50251 0 0 0 0 0 0 0 0 0 0 0.0897916 0 0 0 0 0 0 0 0 0 0 0
"KLHDC10" 0 14.3989 16.0938 6.85754 0.697966 0 0 17.6121 1.50185 7.48473 10.1414 13.4586 2.15569 7.26097 0.394815 5.98397 8.14995 17.0707 10.6382 3.15572 0 1.70465 8.45287 47.4729 47.2823 0
"KLHDC2" 0.239356 29.278 38.1486 22.843 5.64331 0.430481 0 78.266 26.7861 64.7613 35.2276 12.1105 0 185.77 0 2.68894 20.5919 35.7824 19.1837 11.4257 0 5.67055 12.9449 34.71 0.373732 381.676
"KLHDC3" 8.80125 45.8014 48.7922 36.2394 49.6321 68.2175 0 45.5389 53.6664 66.7409 11.3502 70.0628 0.374566 3.02725 13.2719 30.9236 6.2948 46.4193 10.8318 12.7234 1.73863 41.6226 25.8155 7.70057 0 0
"KLHDC4" 0 5.96226 0 0.715122 0 0 0 0 0 1.04139 0 2.86774 0 0 6.14317 0 0 0 0 0 0 0 0 0 0 0
"KLHDC7A" 0 0 0 1.20143 0.0746956 0 0 0 0 0 0 0 0 0 0 0 0 0.0487378 0 0 0 0 0 0 0 0
"KLHDC7B" 0 0 0 0 0 0 0 0 0 0 0.493459 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KLHDC8B" 0 8.32783 0.218534 18.7941 27.0148 14.8531 0 0 3.26157 35.0833 0 3.88185 21.6269 0 7.01249 2.28057 0 28.1899 0 0 0 0 3.02193 0 0 0
"KLHDC9" 0 3.43356 0 6.50235 0 0 0 0 0 1.44674 38.4711 0 0 0 0 0 0 0 0 0 0 0 2.86641 0 0 0
"KLHL12" 16.7515 9.47035 13.7778 2.9779 1.04031 0 0 44.5134 16.6589 1.21913 7.45902 0.0711845 0 0 6.63115 21.3681 0 2.71802 0.517156 0.651066 0 4.80494 3.28244 42.0016 0 241.353
"KLHL13" 4.4945 14.88 0 7.78066 19.1161 0 0 28.4752 0 2.48975 0 0.0769304 0 0 0 2.08067 0 0.163233 0.0698521 0 0 0 0 0 0 0
"KLHL15" 0 0 0 0 0 0 0 0 0 1.81636 0 1.91094 0 0 0 0 0 0 0 0 0 0 8.23538 0 0 0
"KLHL17" 0 0 0 0 0 23.134 0.130091 0 0 0 0 0 0 0.10374 4.0681 0 0.0768389 0 18.6156 13.0623 0 0 0 0 6.0957 0
"KLHL18" 0 0 0 3.18062 0.400781 0 19.189 0 0 16.0454 0.101331 0.0493415 0 0 0 1.60626 25.0756 0 0 0 0 0 0 0 0 0
"KLHL2" 19.2828 6.89385 1.00749 5.39774 11.9244 0 0 0 0 9.26879 0.339166 0 0 0 0.0826379 0.17522 9.22979 0 0 0 0 0 0 0 0 0
"KLHL20" 0 0 0 3.33978 0.222262 0 1.50878 10.5942 9.30721 18.3603 0 0.0684344 1.07761 0.150159 0 5.70203 0 0 10.5657 0 0 0.0679284 13.1562 0 4.23182 0.0798348
"KLHL21" 0 0.080594 0 5.35505 9.73164 0 0 0 0 2.77411 0.10699 0 0 54.8513 3.02823 0.0287438 20.1203 0.165688 0 0.476843 42.3203 9.56397 0.665085 0 0 0
"KLHL22" 0 0.153594 0 2.2518 0 5.74239 0 0 0 0 0 0 0 0 4.37321 0 0 2.52954 0 0.45361 0 14.5956 0.986602 0 28.5525 0
"KLHL23" 8.31353 0.535001 0 2.41033 4.96081 0 4.13176 0 10.5357 0 0 1.61373 0 0 0.404292 4.77009 0.0464164 0.855581 7.32964 0 11.319 50.7376 3.51554 0 21.5428 0
"KLHL24" 0 5.81567 7.7509 1.41827 0.101807 0 0 0 0 5.06058 0 0.0626464 0 0 0 0.190103 0.0764155 0.199161 0 0 0 5.46933 6.66373 1.60658 0 0
"KLHL25" 0 0.397057 0 0.335478 3.33461 0 0 5.4174 0 0 0 0 0 0 0 0 0 0 0 0 23.6809 6.43237 4.68818 0 0.345057 0
"KLHL26" 0 0 0 0.399826 0 0 0 0 0 0.43651 0 0 0 0 0 0.0843731 0 0 0 0 0 0 0.162715 0 13.3584 0
"KLHL28" 0 0 0 0 0 0 0 0.0706052 0.561936 0.601475 0 0 0 0 0 0 0 0 0 0 0 0.767383 0.573436 0 0 0
"KLHL29" 0 0 0 0.557561 0 4.35299 7.00029 0 0 1.21719 0 0 0 0 4.49175 0.0756836 0 1.0663 0 0 0 0 0 9.04665 0 0
"KLHL31" 0 0 0 0 0 0 0 0 0 0 0 0 0.057751 0 0 0 0 0 0 0 0 2.83793 0.342834 0 0 0
"KLHL32" 0 0 0 0 0 0 0 0 0 0 0 29.336 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KLHL34" 0 0.130907 0 0 0.274761 0 0 0 0 0 0 0 0.121043 0 0 0 0 0 0 0 0 0 0 0 0 0
"KLHL36" 0 0 0 0 8.47111 0 0 0 0 0 0 0 1.62107 0 0 0 0 0 0 17.2281 0 0 0 0 0 47.631
